method,method_family,budget_label,n,token_f1,token_f1_ci_low,token_f1_ci_high,rouge_l,rouge_l_ci_low,rouge_l_ci_high,exact_match,exact_match_ci_low,exact_match_ci_high,date_f1,date_f1_ci_low,date_f1_ci_high,number_f1,number_f1_ci_low,number_f1_ci_high,entity_f1,entity_f1_ci_low,entity_f1_ci_high,llm_judge_score,llm_judge_score_ci_low,llm_judge_score_ci_high,evidence_recall,evidence_recall_ci_low,evidence_recall_ci_high,evidence_session_recall,evidence_session_recall_ci_low,evidence_session_recall_ci_high,answerable_context_rate,answerable_context_rate_ci_low,answerable_context_rate_ci_high,perplexity,perplexity_ci_low,perplexity_ci_high,latency,latency_ci_low,latency_ci_high
no_compression,real_method,2048,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.610284374999999,9.30603125,11.78235234375
no_compression,real_method,256,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.540949999999999,9.207039765625,11.728940390625
no_compression,real_method,4096,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.61943125,9.3007453125,11.79565875
no_compression,real_method,512,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.572978124999999,9.243420546875,11.765179921875
no_compression,real_method,64,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.985265625,10.002526875,11.967160390624999
no_compression,real_method,None,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.61915,9.30441640625,11.799205312500002
retrieval,real_method,1024,32,0.06975963602541096,0.03800001445120995,0.11299345053230117,0.10904236237988447,0.06465288668987189,0.1633721912376339,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.10373774509803921,0.026654411764705885,0.21207567401960783,0.3387096774193548,0.1935483870967742,0.5161290322580645,0.27529761904761907,0.13392857142857142,0.43154761904761907,0.6635416666666667,0.5103385416666667,0.8125,0.09375,0.0,0.21875,5219512.663451845,1320859.1783767396,10518843.155738965,0.596559375,0.47034695312499997,0.7652184374999998
retrieval,real_method,128,32,0.04747694911297852,0.020252100840336133,0.0846749824929972,0.07124473742846421,0.034458770013687294,0.115818351862276,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.07291666666666666,0.0,0.16666666666666666,0.16129032258064516,0.03225806451612903,0.2903225806451613,0.13541666666666669,0.03125,0.26041666666666663,0.3828125,0.22910156249999997,0.5417317708333332,0.0625,0.0,0.15625,3253936321.368281,18158239.552501287,9682153764.877571,0.386475,0.34745921875,0.4326821875
retrieval,real_method,2048,32,0.08064100966928046,0.04144735441198423,0.12274301016448899,0.14070571310661423,0.08657880905552014,0.20407274081382953,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.09479166666666666,0.025,0.1885677083333333,0.45161290322580644,0.2903225806451613,0.6451612903225806,0.31279761904761905,0.16517857142857142,0.47089285714285706,0.825,0.6999218749999999,0.9378124999999997,0.15625,0.03125,0.28125,8266299.396828833,598267.5741843736,24226187.164469093,0.76350625,0.6341194531250001,0.9196808593749999
retrieval,real_method,256,32,0.06617139160289315,0.028037698412698413,0.12107036293384978,0.10817444611417135,0.058064071982959854,0.1691532751881654,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.08854166666666666,0.015625,0.1875,0.2903225806451613,0.16129032258064516,0.45161290322580644,0.17113095238095238,0.06090029761904762,0.3171130952380951,0.47239583333333335,0.30934895833333337,0.6416666666666666,0.0625,0.0,0.15625,83283971.77308422,6129882.128218884,192313446.9663684,0.439303125,0.357451640625,0.5278886718749999
retrieval,real_method,4096,32,0.07663477885044535,0.0441932145582451,0.11674678582637846,0.14003456293569191,0.09429945080071765,0.19607952794631345,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.3125,0.103125,0.036328125,0.2020833333333333,0.48333333333333334,0.31666666666666665,0.6666666666666666,0.32507440476190474,0.18279017857142857,0.47922061011904754,0.9875,0.9624999999999999,1.0,0.15625,0.03125,0.28125,13960737.105281154,1405001.0542607328,35548044.32383603,0.898690625,0.789636328125,1.015121484375
retrieval,real_method,512,32,0.06311572924624395,0.03457556128512011,0.10029595621392497,0.09844173365119571,0.056541141788154656,0.14621670580612625,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.08854166666666666,0.020833333333333332,0.18749999999999997,0.34375,0.1875,0.515625,0.23363095238095238,0.10267857142857142,0.3794642857142857,0.6260416666666666,0.4791145833333333,0.7761718749999998,0.0625,0.0,0.15625,29934499.974213194,534758.1380099333,82729038.19132063,0.41915,0.371696015625,0.47450273437500007
retrieval,real_method,64,32,0.03128456510809452,0.008956997863247863,0.06514690170940171,0.036503379607578525,0.013045723518827233,0.07003541838251834,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.13333333333333336,0.046875,0.0,0.125,0.125,0.03125,0.25,0.0625,0.0,0.15625,0.2578125,0.12239583333333333,0.40104166666666663,0.03125,0.0,0.09375,335098769.1798285,28277007.626382276,743372355.630395,0.382775,0.34272898437500005,0.43070882812499994
retrieval,real_method,None,32,0.07862474150217272,0.04641091729335919,0.11919700585971191,0.14198128280520592,0.09573330006479126,0.1986055132112756,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.103125,0.036328125,0.2020833333333333,0.48333333333333334,0.31666666666666665,0.6666666666666666,0.33549107142857143,0.1892596726190476,0.4924609374999999,0.9875,0.9624999999999999,1.0,0.15625,0.03125,0.28125,12374489.878070291,2052902.3727223512,27966603.045023356,0.903390625,0.810183828125,0.9938296874999999
retrieval_window,real_method,1024,32,0.10403858473427917,0.057294323928750224,0.15928545980310976,0.17321689075172048,0.11548021817507112,0.23536289565053106,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.134375,0.05208333333333333,0.23231770833333332,0.578125,0.40625,0.75,0.4753720238095238,0.3145758928571428,0.6166666666666666,0.79375,0.6604166666666667,0.90625,0.21875,0.09375,0.375,399837116.83439666,1694347.8297143742,1174757793.1405044,0.52708125,0.450049921875,0.62380359375
retrieval_window,real_method,128,32,0.018526071342091367,0.006426712367732393,0.035151701363665536,0.033080772373051785,0.01125919117647059,0.06717575571895423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06380208333333333,0.0,0.1524414062499999,0.140625,0.03125,0.265625,0.0765625,0.00625,0.1703125,0.6104166666666666,0.459375,0.765625,0.03125,0.0,0.09375,508539655.49245137,18984894.425532114,1287017261.6431494,0.41570312499999995,0.342661640625,0.5099622656249999
retrieval_window,real_method,2048,32,0.09646077364427748,0.04992056641497179,0.1515902164609805,0.15961136222307604,0.10133300731136133,0.22159186477742895,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.12861842105263158,0.04632675438596491,0.22501096491228068,0.532258064516129,0.3548387096774194,0.7096774193548387,0.48578869047619044,0.3274423363095238,0.6286551339285714,0.8354166666666667,0.7104166666666667,0.9375,0.21875,0.09375,0.375,228954470.8393524,1537956.0015799415,662370709.685113,0.6436031249999999,0.529313046875,0.8427630468749998
retrieval_window,real_method,256,32,0.05445394882894882,0.021489335317460313,0.10809519473581973,0.10486285984773888,0.043877793409547436,0.1887436853301268,0.03125,0.0,0.09453124999999929,0.0,0.0,0.0,0.0,0.0,0.0,0.07291666666666666,0.0,0.16666666666666666,0.21875,0.078125,0.375,0.1818452380952381,0.071875,0.3145833333333333,0.6416666666666666,0.4968489583333333,0.7823177083333333,0.0625,0.0,0.15625,99383985.201228,11874608.138511723,222132585.25610536,0.458690625,0.351676640625,0.6032325
retrieval_window,real_method,4096,32,0.0879390559575651,0.04219932030514561,0.1444920758121189,0.15258016784766817,0.09480546023945756,0.21617865087992147,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.1113095238095238,0.038344494047619054,0.1998511904761905,0.5625,0.405859375,0.71875,0.5040178571428572,0.3477418154761905,0.6454520089285712,0.8692708333333333,0.7614583333333333,0.9578255208333333,0.21875,0.09375,0.375,407039344.16528547,22706825.024079017,1106538481.152102,0.912275,0.781855390625,1.0656760156249998
retrieval_window,real_method,512,32,0.10057083439436382,0.05209536684720508,0.1554982507280301,0.1632026855278343,0.10492134031630074,0.229470599165787,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.11666666666666667,0.04059895833333334,0.20731770833333332,0.53125,0.359375,0.703125,0.36674107142857143,0.22082589285714285,0.5219754464285714,0.7302083333333333,0.5958072916666667,0.8552083333333333,0.1875,0.0625,0.34375,186701267.66883266,3017694.706151161,535929015.80495936,0.43494374999999996,0.368248984375,0.5220359375
retrieval_window,real_method,64,32,0.02813227506721752,0.01108756363122172,0.048905599342579834,0.03823936932632585,0.016203847481021393,0.06634551846100759,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15000000000000002,0.065625,0.0,0.159375,0.09375,0.0,0.1875,0.03125,0.0,0.09375,0.6104166666666666,0.459375,0.765625,0.0,0.0,0.0,93167512.71423095,17586581.781729944,201345753.13305125,0.41913125,0.378145859375,0.46096367187500004
retrieval_window,real_method,None,32,0.11362313673746313,0.06530856170873367,0.16578165569715617,0.18211806707254916,0.1240755972545258,0.2411299716921015,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.12690217391304348,0.04583333333333334,0.22238677536231882,0.7258064516129032,0.5645161290322581,0.8548387096774194,0.5852678571428571,0.4360026041666667,0.7296000744047618,0.9875,0.9624999999999999,1.0,0.25,0.09375,0.40625,5259933959.681616,21455404.450627636,15673910697.245316,1.905690625,1.69001921875,2.181616171875
sliding_window,real_method,1024,32,0.028381769374416433,0.012104451155462187,0.048242260445844995,0.04090128832540768,0.016502915882922933,0.0743094892026578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.171875,0.0625,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86041375.79083535,18867436.916178573,169786396.07771683,0.521821875,0.456835,0.5951887499999999
sliding_window,real_method,128,32,0.018772285484242007,0.006942934782608695,0.03390837071543593,0.02753964659535312,0.009748641304347827,0.05141511477024385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.08333333333333333,0.03125,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452447598.40597737,42674503.4147471,1069638848.0685843,0.396359375,0.36554945312500003,0.43219773437500003
sliding_window,real_method,2048,32,0.01857000240959535,0.00834134458192862,0.032047342572130225,0.022833056318909903,0.011339308935017056,0.037313429534996834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009375,0.0,0.0375,0.125,0.03125,0.234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22409864.428376965,5852431.680617035,43684303.5233598,0.7009875000000001,0.5800425781249999,0.853089453125
sliding_window,real_method,256,32,0.018698130446851674,0.007142385009232836,0.03438446015891668,0.024681216898688126,0.010269972572362278,0.04163372216396313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.125,0.03125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046435842.2429016,82433811.17851503,5818901711.381243,0.7432749999999999,0.5300684375,1.02593859375
sliding_window,real_method,4096,32,0.01939704745043199,0.00756380638719383,0.034187178651574404,0.029710391220266096,0.01569878670825193,0.045587926833618043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017279411764705883,0.0,0.04558823529411765,0.15625,0.03125,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92371146.70345569,7246243.670588213,223847838.56216624,0.926890625,0.798559921875,1.08853734375
sliding_window,real_method,512,32,0.021679268554268553,0.007291666666666667,0.03994191736379236,0.02736473595848596,0.010905162545787545,0.04607753357753358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048295454545454544,0.0,0.1278409090909091,0.109375,0.030859375000000022,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2521459450.9363127,43021102.05530376,7412005019.477405,0.610665625,0.49110289062499995,0.752776328125
sliding_window,real_method,64,32,0.01887727792266332,0.0071428571428571435,0.03478141148700859,0.024679544004534665,0.010324809611344538,0.04216331269349846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.0,0.06818181818181818,0.09375,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520630246.6647659,29128291.990868524,1235795047.0242882,0.44394062500000003,0.38737218749999996,0.50691296875
sliding_window,real_method,None,32,0.10556014569810311,0.05929689629779025,0.16073113467236116,0.14736363662397123,0.09344224870742136,0.21111238916271904,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.11531723484848483,0.04296875,0.20391276041666667,0.6612903225806451,0.5,0.8064516129032258,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,2332098928.131959,33034948.88426999,6869123864.350911,10.542412500000001,9.244086484375,11.686509140625
upper_bound_oracle,upper_bound_oracle,1024,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.42099062499999995,0.340737265625,0.5200284374999999
upper_bound_oracle,upper_bound_oracle,128,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.4209625,0.3404815625,0.520345234375
upper_bound_oracle,upper_bound_oracle,2048,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.42106875,0.34106265625000004,0.520220234375
upper_bound_oracle,upper_bound_oracle,256,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.42140937500000003,0.341057109375,0.520055546875
upper_bound_oracle,upper_bound_oracle,4096,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.421346875,0.340387421875,0.52048046875
upper_bound_oracle,upper_bound_oracle,512,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.42206875,0.34116578124999997,0.5208114843749999
upper_bound_oracle,upper_bound_oracle,64,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.51910625,0.400908515625,0.6551499218749999
upper_bound_oracle,upper_bound_oracle,None,32,0.17375142249998793,0.10914297238466447,0.25667801267592466,0.28520368212885105,0.21090756797978386,0.37202093414238163,0.03125,0.0,0.09375,0.0,0.0,0.0,0.04,0.0,0.12000000000000002,0.14166666666666666,0.05208333333333333,0.25109374999999995,0.765625,0.609375,0.90625,0.9895833333333333,0.96875,1.0,1.0,1.0,1.0,0.28125,0.125,0.4375,903604.8728145264,9728.204009701072,2677702.418463286,0.422184375,0.3422721875,0.52125296875
