category,method_display,method_family,budget_label,token_f1,rouge_l,exact_match,date_f1,number_f1,entity_f1,llm_judge_score,evidence_recall,evidence_session_recall,answerable_context_rate
2,hybrid,real_method,512,0.051190476190476196,0.10476190476190478,0.0,0.0,0.125,0.14583333333333331,0.42857142857142855,0.375,0.5,0.0
2,hybrid,real_method,64,0.013157894736842105,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,hybrid,real_method,None,0.049428104575163404,0.122140522875817,0.0,0.0,0.125,0.14583333333333331,0.42857142857142855,0.625,1.0,0.0
2,last_k_turns,real_method,1024,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2,last_k_turns,real_method,128,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2,last_k_turns,real_method,2048,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2,last_k_turns,real_method,256,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2,last_k_turns,real_method,4096,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2,last_k_turns,real_method,512,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2,last_k_turns,real_method,64,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
2,last_k_turns,real_method,None,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
